"일시","대여소명","대여건수","반납건수"
"2023-07-01","108. 서교동 사거리","0","7"
"2023-07-01","510. 뚝도아리수정수센터 버스정류소 옆","2","0"
"2023-07-01","511. 서울숲역 5번 출구 옆","1","1"
"2023-07-01","1268. 몽촌토성역 1번출구 옆","1","1"
"2023-07-01","109. 제일빌딩 앞","1","0"
"2023-07-01","1643. 태릉입구역 8번출구","1","1"
"2023-07-01","2269. 주홍교 하부","2","2"
"2023-07-01","2362. 신사동 가로수길 입구","0","3"
"2023-07-01","2364. 도산공원교차로","2","0"
"2023-07-01","302. 경복궁역 4번출구 뒤","3","3"
"2023-07-01","3102. 연희삼거리","2","0"
"2023-07-01","3511. 응봉역 1번출구","2","2"
"2023-07-01","3513. 상왕십리역 1번출구","0","1"
"2023-07-01","3515. 서울숲 관리사무소","4","3"
"2023-07-01","115. 마스타 빌딩 앞","0","1"
"2023-07-01","310. 청계광장 옆","0","1"
"2023-07-01","2170. 조원동 강남힐병원","2","0"
"2023-07-01","2174. 삼성디지털프라자관악점","0","2"
"2023-07-01","1849. 대륭포스트타워5차","1","0"
"2023-07-01","646. 장한평역 1번출구","0","1"
"2023-07-01","314. 국립현대미술관","1","0"
"2023-07-01","2285. LH서초3단지 301동 맞은편","3","3"
"2023-07-01","316. 종각역 1번출구 앞","0","1"
"2023-07-01","276. 영등포로터리2","0","1"
"2023-07-01","828. 숙대입구역 8번","1","0"
"2023-07-01","829. 한강대교 북단 교차로","3","1"
"2023-07-01","835. 남영역 건너편","0","1"
"2023-07-01","836. 현대자동차서비스 앞","1","0"
"2023-07-01","1355. 보문2교","2","2"
"2023-07-01","320. 을지로입구역 4번출구 앞","0","2"
"2023-07-01","393. 동대문역 8번 출구","3","3"
"2023-07-01","322. 명동성당 앞","1","0"
"2023-07-01","427. 성산시영아파트","1","1"
"2023-07-01","398. 을지로3가역 3번출구","2","3"
"2023-07-01","843. 이태원관광특구B(용산구청쪽)","1","0"
"2023-07-01","329. 청계2가 사거리 옆","0","2"
"2023-07-01","332. 을지로2가 사거리 남측","0","1"
"2023-07-01","111. 상수역 2번출구 앞","2","0"
"2023-07-01","334. 종로3가역 2번출구 뒤","3","0"
"2023-07-01","336. 충무로역 6번출구 앞","0","6"
"2023-07-01","339. 종로4가 사거리","1","0"
"2023-07-01","2505. 우성아파트사거리 (기업은행앞)","1","0"
"2023-07-01","2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞)","0","1"
"2023-07-01","342. 대학로 마로니에공원","3","3"
"2023-07-01","1295. 잠실역 8번출구","0","2"
"2023-07-01","343. 힐스테이트창경궁 아파트 앞","1","1"
"2023-07-01","2601. 석촌호수 아뜰리에","1","1"
"2023-07-01","112. 극동방송국 앞","0","2"
"2023-07-01","453. 종로오가 지하쇼핑센터 14번출구","2","2"
"2023-07-01","458. 광화문역 5번출구","3","5"
"2023-07-01","3533. 건대입구역 사거리(롯데백화점)","1","0"
"2023-07-01","3534. 건대입구역 5번출구 뒤","0","1"
"2023-07-01","353. 재동초교 앞 삼거리","1","0"
"2023-07-01","3541. 커먼그라운드","0","1"
"2023-07-01","354. 포르투갈 대사관 앞","0","2"
"2023-07-01","293. 충북 미래관","1","0"
"2023-07-01","2622. 올림픽공원역 3번출구","4","4"
"2023-07-01","2511. 이수역 6번출구 앞","0","1"
"2023-07-01","359. 원남동사거리","1","2"
"2023-07-01","440. 하늘공원 입구","1","4"
"2023-07-01","2185. 대학동 고시촌","1","0"
"2023-07-01","664. 서울시립대 건설공학관","1","0"
"2023-07-01","445.대한상공회의소","1","1"
"2023-07-01","471.회현사거리 남측","1","0"
"2023-07-01","474.동대문역사문화공원역 1번출구 뒤편","3","0"
"2023-07-01","475.DDP 패션몰","3","0"
"2023-07-01","2645.잠실나들목2(엘스아파트136동)","1","0"
"2023-07-01","3407.안국동사거리(신)","2","3"
"2023-07-01","368. SK 서린빌딩 앞","1","0"
"2023-07-01","3413.종로플레이스","2","1"
"2023-07-01","3414.종로5가역 4번출구","2","3"
"2023-07-01","3415.동대문역6번출구","1","4"
"2023-07-01","3432.종로2가 사거리","0","1"
"2023-07-01","371. 동대입구역 6번출구 뒤","0","4"
"2023-07-01","2633.송파학사 옆","1","0"
"2023-07-01","2654.올림픽선수촌아파트 136동 앞","1","0"
"2023-07-01","2419.봉은사역 1,2번 출구 ","1","0"
"2023-07-01","2429.압구정로데오역 6번출구","2","0"
"2023-07-01","2523.뉴코아 킴스클럽 앞","1","0"
"2023-07-01","2525.반포쇼핑타운 2동 앞","1","4"
"2023-07-01","2527.반포중학교 앞(세화여고 맞은편)","1","0"
"2023-07-01","2538.사평리근린공원","1","0"
"2023-07-01","380. CJ제일제당 앞","0","1"
"2023-07-01","114. 홍대입구역 8번출구 앞","1","1"
"2023-07-01","2717.LG유플러스 마곡사옥","0","2"
"2023-07-01","146. 마포역 2번출구 뒤","1","3"
"2023-07-01","147. 마포역 4번출구 뒤","1","1"
"2023-07-01","150. 서강대역 2번출구 앞","1","0"
"2023-07-01","2915.서울과학기술대학교(어학교육원)","0","1"
"2023-07-01","495.염리초등학교 앞","1","0"
"2023-07-01","3010.홍대입구역 3번출구","9","4"
"2023-07-01","849. 삼각지 자이아파트","0","2"
"2023-07-01","850. KCC용산월츠타워 ","1","0"
"2023-07-01","860.LG한강 자이아파트 앞","0","1"
"2023-07-01","864.순천향대학병원(한남오거리)","1","0"
"2023-07-01","870.노들섬 서측 앞","3","2"
"2023-07-01","121. 마포소방서 앞","0","1"
"2023-07-01","3569.건대병원후문","0","1"
"2023-07-01","3575. 자양사거리(서원빌딩)","1","0"
"2023-07-01","3544.한양대역 3번 출구","0","1"
"2023-07-01","3548.뚝섬역 6번출구","1","0"
"2023-07-01","3550.금호나들목","1","0"
"2023-07-01","3552.서울숲 공영주차장앞","0","6"
"2023-07-01","3561.행당동 삼부APT후문","1","0"
"2023-07-01","2088.상도중앙하이츠빌 입구","0","1"
"2023-07-01","2191.대학동주민센터 ","0","1"
"2023-07-01","122. 신성기사식당 앞","0","1"
"2023-07-01","2548.반포1동 자율방범초소 옆","2","0"
"2023-07-01","3013.서울지방고용노동청 앞","1","0"
"2023-07-01","4765. 동대문디자인플라자","3","1"
"2023-07-01","4605. 노들섬 다목적홀(동쪽) 숲, 앞","2","2"
"2023-07-01","530. 청계벽산아파트 앞","0","1"
"2023-07-01","4612. 한남 준 J.FSS 앞","2","0"
"2023-07-01","533. 금남시장 교차로","1","0"
"2023-07-01","4619. 한강트럼프월드3차 앞","0","1"
"2023-07-01","4622. 한강중학교 앞 버스정류장","0","1"
"2023-07-01","4627. 효창공원앞역 5번출구 옆","1","0"
"2023-07-01","4629. 한강초교보도육교 앞","0","1"
"2023-07-01","4708. 조계사앞사거리","2","0"
"2023-07-01","3787. 가양나들목","6","3"
"2023-07-01","4707. 청계3가 사거리","1","0"
"2023-07-01","4778. 대신파이낸스센터","1","0"
"2023-07-01","4785. 롯데시티호텔","0","1"
"2023-07-01","4791. 명동역9번 출구","2","1"
"2023-07-01","4483. 잠실나들목4","0","1"
"2023-07-01","4856. 올림픽공원 서1문 앞","2","2"
"2023-07-01","4713. 현대 뜨레비앙 아파트 앞","1","0"
"2023-07-01","4793. 동대문역사문화공원역 5번출구","2","0"
"2023-07-01","4306. 서래공원 앞","3","2"
"2023-07-01","4307. 고투몰 gate 15옆","0","1"
"2023-07-01","3606. 신사동주민센터 옆","0","2"
"2023-07-01","3627. 압구정나들목","2","3"
"2023-07-01","4796. 부산은행","0","1"
"2023-07-01","4585. 국회6문","4","0"
"2023-07-01","4065. 창동역 1번출구 앞","0","1"
"2023-07-01","615. 용두동 래미안허브리츠아파트 앞","2","2"
"2023-07-01","3680. 강동역3번출구","1","0"
"2023-07-01","4526. 목동아파트2단지 222동 앞","2","2"
"2023-07-01","4564. 63스퀘어","1","0"
"2023-07-01","4565. 영등포 신세계백화점","5","0"
"2023-07-01","4370. 성동교 사거리","1","0"
"2023-07-01","3638. 신청담나들목","2","0"
"2023-07-01","4797. KG타워 앞","1","1"
"2023-07-01","3640. 일원1동주민센터앞 사거리","1","0"
"2023-07-01","4798. 황학동롯데캐슬","1","0"
"2023-07-01","4217. 한강공원 망원나들목","7","0"
"2023-07-01","4125. 회기역 2-①번출구","1","1"
"2023-07-01","5064. 양천향교역8번출구","0","1"
"2023-07-01","247. 당산역 10번출구 앞","1","4"
"2023-07-01","248. 초원아파트 앞","1","1"
"2023-07-01","249. 여의도중학교 옆","5","4"
"2023-07-01","4220. 신촌 청년주택","1","0"
"2023-07-01","4895. 위례포레샤인15단지 상가","0","1"
"2023-07-01","128. 신촌역(2호선) 1번출구 옆","1","2"
"2023-07-01","4222. 서울디자인고등학교 앞","1","0"
"2023-07-01","4246. 상수역새마을금고","0","3"
"2023-07-01","3975.현대시티아울렛 가산","0","1"
"2023-07-01","5306. 동신아파트 후문 옆","0","1"
"2023-07-01","4718. 광화문역 6번출구 옆 A","0","2"
"2023-07-01","4906. 섬유센터 앞","0","1"
"2023-07-01","4905. 강남경찰서","0","1"
"2023-07-01","4638. 청파동삼거리 앞","2","0"
"2023-07-01","4719. 종로문화원 건너편","0","1"
"2023-07-01","4913. 레베쌍트 빌딩 앞","1","0"
"2023-07-01","4914. 도심공항타워 앞","1","0"
"2023-07-01","4640. 원효로2가 교차로","0","1"
"2023-07-01","4274. 신촌 파랑고래 입구","0","1"
"2023-07-01","5859. 여의도 삼부아파트","3","3"
"2023-07-01","4090. 녹천교 앞 사거리","2","1"
"2023-07-01","130. 신촌역(2호선) 7번출구 앞","4","0"
"2023-07-01","805. 문배어린이공원 앞","0","1"
"2023-07-01","806. 전자랜드 본관 앞","1","1"
"2023-07-01","807. 서울역 12번 출구 앞","0","1"
"2023-07-01","810. 이태원지하보도","1","1"
"2023-07-01","811. 녹사평역1번출구","1","1"
"2023-07-01","812. 용산전쟁기념관","1","0"
"2023-07-01","813. 삼각지역 3번출구","1","0"
"2023-07-01","387. 훈련원공원주차장 앞","1","1"
"2023-07-01","182. 망원2빗물펌프장 앞","2","2"
"2023-07-01","185. 마포 신수공원 앞","0","3"
"2023-07-01","186. 월드컵공원","3","3"
"2023-07-01","557. 도선동 주민센터 앞","2","1"
"2023-07-01","565. 옥수역 3번출구","4","11"
"2023-07-01","102. 망원역 1번출구 앞","1","0"
"2023-07-01","633. 청량리 기업은행 앞","0","1"
"2023-07-01","267. 삼성화재 사옥 옆","4","4"
"2023-07-01","272. 당산육갑문","0","3"
"2023-07-01","816. 신용산역 6번출구 앞","1","0"
"2023-07-01","820. 청파동입구 교차로","2","0"
"2023-07-01","822. 이촌1동 마을공원","3","3"
"2023-07-01","825. 서빙고동 주민센터 앞","1","0"
"2023-07-01","199. 서울 월드컵 경기장","3","1"
"2023-07-01","585. 성수2가1동 공영주차장 인근","0","1"
"2023-07-01","912. 응암오거리","1","0"
"2023-07-01","202. 국민일보 앞","3","0"
"2023-07-01","588. 뚝섬 유원지역","2","2"
"2023-07-01","1004. 삼성광나루아파트 버스정류장","0","1"
"2023-07-01","103. 망원역 2번출구 앞","2","0"
"2023-07-01","204. 국회의사당역 5번출구 옆","1","1"
"2023-07-01","1020. 강동경찰서","0","1"
"2023-07-01","203. 국회의사당역 3번출구 옆","0","1"
"2023-07-01","205. 산업은행 앞","1","1"
"2023-07-01","1205. 종합운동장역 4번출구","1","0"
"2023-07-01","1634. 당고개공원 대여소","1","1"
"2023-07-01","1635. 상계3.4동 주민센터 대여소","1","1"
"2023-07-01","215. 여의도고교 앞","6","6"
"2023-07-01","222. 시범아파트버스정류장 옆","0","1"
"2023-07-01","2020. 장승배기역2번출구뒷편쪽","1","0"
"2023-07-01","2025. 흑석역 1번출구","3","2"
"2023-07-01","105. 합정역 5번출구 앞","1","2"
"2023-07-01","224. 롯데캐슬 앞","0","1"
"2023-07-01","2102. 봉림교 교통섬","1","1"
"2023-07-01","2104. 사당역 5번출구","0","1"
"2023-07-01","207. 여의나루역 1번출구 앞","23","20"
"2023-07-01","1608. 공릉역 1번 출구 앞","1","0"
"2023-07-01","2217.아크로리버뷰 부지 앞","1","0"
"2023-07-01","2222.사당역 12번출구 뒤","1","1"
"2023-07-01","2242.양재역 11번 출구 앞","1","0"
"2023-07-01","2262. 한신16차아파트 119동 앞","2","5"
"2023-07-01","2301. 현대고등학교 건너편","2","0"
"2023-07-01","2317. 삼성도로공원","0","1"
"2023-07-01","2348. 포스코사거리(기업은행)","1","0"
"2023-07-01","2314. 청담나들목입구","0","3"
"2023-07-01","2315. 봉은사역 5번출구 옆","1","1"
"2023-07-01","106. 합정역 7번출구 앞","0","3"
"2023-07-01","2327. 뱅뱅사거리 랜드마크타워 앞","1","0"
"2023-07-01","420. 서울시 공공자전거 상암센터","1","1"
"2023-07-01","2003. 사육신공원앞","0","2"
"2023-07-01","107. 신한은행 서교동지점","0","3"
"2023-07-01","411. DMC홍보관","0","1"
"2023-07-01","1955. 디지털입구 교차로","2","2"
"2023-07-01","389. 을지로4가역 1번출구","1","2"
"2023-07-01","390. 충무로역 1번출구","0","2"
"2023-07-01","826. 서울역 서부교차로2","0","1"
"2023-07-01","2347. 두산건설 본사","1","0"
"2023-07-01","451. 청와대앞길","5","0"
"2023-07-01","3504. 원일교회","1","0"
"2023-07-01","502. 뚝섬유원지역 1번출구 앞","9","5"
"2023-07-02","1155. 기쁜우리복지관","1","1"
"2023-07-02","510. 뚝도아리수정수센터 버스정류소 옆","0","2"
"2023-07-02","511. 서울숲역 5번 출구 옆","2","1"
"2023-07-02","1267. 올림픽공원 남2문 앞","3","1"
"2023-07-02","1268. 몽촌토성역 1번출구 옆","1","2"
"2023-07-02","512. 뚝섬역 1번 출구 옆","0","2"
"2023-07-02","1643. 태릉입구역 8번출구","3","2"
"2023-07-02","514. 성수사거리 버스정류장 앞","2","2"
"2023-07-02","1656. 중앙하이츠 아파트 입구","1","1"
"2023-07-02","2269. 주홍교 하부","0","1"
"2023-07-02","2362. 신사동 가로수길 입구","0","2"
"2023-07-02","2369. KT선릉타워","2","0"
"2023-07-02","3102. 연희삼거리","1","1"
"2023-07-02","3511. 응봉역 1번출구","3","3"
"2023-07-02","3515. 서울숲 관리사무소","8","3"
"2023-07-02","115. 마스타 빌딩 앞","4","0"
"2023-07-02","1343. 한성대7번출구 앞","1","0"
"2023-07-02","2382. 역삼동 sk뷰 501동앞","1","1"
"2023-07-02","1158. 가양역 8번출구","1","0"
"2023-07-02","3517. 용마사거리","2","0"
"2023-07-02","314. 국립현대미술관","2","0"
"2023-07-02","829. 한강대교 북단 교차로","0","2"
"2023-07-02","1449. 상봉역 1번출구","1","1"
"2023-07-02","837. 한남나들목 입구","2","1"
"2023-07-02","1355. 보문2교","1","0"
"2023-07-02","1677. 육군사관학교  앞","1","1"
"2023-07-02","320. 을지로입구역 4번출구 앞","0","2"
"2023-07-02","321. KEB 하나금융그룹 명동사옥 옆","2","1"
"2023-07-02","322. 명동성당 앞","2","0"
"2023-07-02","327. 낙원상가 옆","2","0"
"2023-07-02","431. 청계천 영도교","2","2"
"2023-07-02","839. 보광동 삼성리버빌아파트 앞","0","3"
"2023-07-02","843. 이태원관광특구B(용산구청쪽)","0","2"
"2023-07-02","329. 청계2가 사거리 옆","0","2"
"2023-07-02","1365. 선잠단지 앞","1","1"
"2023-07-02","332. 을지로2가 사거리 남측","1","0"
"2023-07-02","111. 상수역 2번출구 앞","0","2"
"2023-07-02","335. 종로3가역 15번출구 앞","2","2"
"2023-07-02","1173. 강서구청사거리(SH타워)","0","1"
"2023-07-02","338. 세운스퀘어 앞","0","2"
"2023-07-02","2178. 서울대학교 정문","3","3"
"2023-07-02","339. 종로4가 사거리","1","0"
"2023-07-02","2504. 신사역 4번출구 뒤","2","0"
"2023-07-02","341. 혜화역 3번출구 뒤","1","0"
"2023-07-02","2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞)","3","2"
"2023-07-02","453. 종로오가 지하쇼핑센터 14번출구","4","2"
"2023-07-02","456. 숭인2동 주민센터 입구","0","2"
"2023-07-02","345. 서울보증보험본사 앞","1","0"
"2023-07-02","458. 광화문역 5번출구","1","0"
"2023-07-02","845. 용산 선인상가","1","0"
"2023-07-02","347. 동대문역사문화공원역 9번출구 앞","1","1"
"2023-07-02","659. 제기동역 1번출구","0","3"
"2023-07-02","1185. 등촌9단지","0","2"
"2023-07-02","284. 센트럴 푸르지오 시티 앞","1","0"
"2023-07-02","3533. 건대입구역 사거리(롯데백화점)","1","2"
"2023-07-02","3534. 건대입구역 5번출구 뒤","1","2"
"2023-07-02","433. 을지로입구역 2번출구","1","0"
"2023-07-02","435. SK 남산빌딩","1","0"
"2023-07-02","352. 중앙고입구 삼거리","0","1"
"2023-07-02","2410. 포스코피앤에스타워 (역삼역 3번출구 부근)","5","3"
"2023-07-02","2608. 송파구청","1","0"
"2023-07-02","353. 재동초교 앞 삼거리","3","2"
"2023-07-02","293. 충북 미래관","0","1"
"2023-07-02","2613. 잠실나들목","0","1"
"2023-07-02","1197. 엠펠리체 호텔 건너편","2","1"
"2023-07-02","2622. 올림픽공원역 3번출구","5","5"
"2023-07-02","358. 성균관대입구 사거리 A","0","1"
"2023-07-02","359. 원남동사거리","7","5"
"2023-07-02","445.대한상공회의소","2","3"
"2023-07-02","469.회현역 1번출구","0","2"
"2023-07-02","470.회현역 7번출구","1","1"
"2023-07-02","473.을지로4가역 9번출구","2","0"
"2023-07-02","475.DDP 패션몰","5","2"
"2023-07-02","481.신당역 10번 출구","2","0"
"2023-07-02","485.서울역5번출구","1","0"
"2023-07-02","2645.잠실나들목2(엘스아파트136동)","0","1"
"2023-07-02","113. 홍대입구역 2번출구 앞","0","2"
"2023-07-02","3407.안국동사거리(신)","2","1"
"2023-07-02","3410.종로3가역 8번출구","4","0"
"2023-07-02","3412.세운상가","0","2"
"2023-07-02","3413.종로플레이스","0","1"
"2023-07-02","3414.종로5가역 4번출구","1","2"
"2023-07-02","3415.동대문역6번출구","2","0"
"2023-07-02","3416.동묘앞역 6번출구","2","2"
"2023-07-02","3432.종로2가 사거리","2","0"
"2023-07-02","2633.송파학사 옆","0","1"
"2023-07-02","2647.잠실 자전거 수리센터 앞","0","1"
"2023-07-02","2429.압구정로데오역 6번출구","1","0"
"2023-07-02","2515.서초초등학교 후문","0","1"
"2023-07-02","2525.반포쇼핑타운 2동 앞","8","6"
"2023-07-02","2538.사평리근린공원","3","3"
"2023-07-02","380. CJ제일제당 앞","0","5"
"2023-07-02","299.여의도 순복음교회","2","1"
"2023-07-02","383. 신당역 12번 출구 뒤","4","2"
"2023-07-02","773.염창역 3, 4번 출구 사이","0","1"
"2023-07-02","780.신정교 하부","1","0"
"2023-07-02","2708.강서한강자이타워 앞","2","2"
"2023-07-02","146. 마포역 2번출구 뒤","4","0"
"2023-07-02","2915.서울과학기술대학교(어학교육원)","2","4"
"2023-07-02","119. 서강나루 공원","0","2"
"2023-07-02","1553.서울북부고용노동지청","0","1"
"2023-07-02","487.신석초교앞 교차로 교통섬","0","3"
"2023-07-02","493.홍대입구역 6번출구","3","0"
"2023-07-02","3010.홍대입구역 3번출구","0","1"
"2023-07-02","848. 삼각지12번 출구","0","2"
"2023-07-02","849. 삼각지 자이아파트","1","1"
"2023-07-02","852. 청암자이아파트 앞","1","1"
"2023-07-02","853.용산역 맞은편","2","0"
"2023-07-02","863.이촌역2번 출구","2","0"
"2023-07-02","120. 신수동 사거리","1","2"
"2023-07-02","3132.홍제교","1","0"
"2023-07-02","1384.성신여대입구역 5번출구","1","1"
"2023-07-02","870.노들섬 서측 앞","1","5"
"2023-07-02","670.삼육서울병원 버스정류장","0","2"
"2023-07-02","671.대광빌딩","0","1"
"2023-07-02","674.고대앞사거리 교통섬","0","1"
"2023-07-02","3569.건대병원후문","2","1"
"2023-07-02","3575. 자양사거리(서원빌딩)","0","1"
"2023-07-02","3582.화양동 우체국","1","1"
"2023-07-02","3544.한양대역 3번 출구","3","2"
"2023-07-02","3548.뚝섬역 6번출구","0","1"
"2023-07-02","3559.성동구민종합체육센터 앞","1","1"
"2023-07-02","2077.노들역 3번출구","1","1"
"2023-07-02","523. 옥수동성당 옆","0","1"
"2023-07-02","1571.북서울 꿈의 숲 입구","1","1"
"2023-07-02","3600.사근빗물펌프장 건너편","0","1"
"2023-07-02","3013.서울지방고용노동청 앞","1","0"
"2023-07-02","4765. 동대문디자인플라자","4","4"
"2023-07-02","4604. 원효로다목적체육관 앞","4","1"
"2023-07-02","4609. 파크타워 104동 앞","1","0"
"2023-07-02","4615. 크라운호텔앞 버스정류소","0","1"
"2023-07-02","4616. 신용산지하차도 앞","0","2"
"2023-07-02","4710. 자교교회 앞","0","1"
"2023-07-02","3780. 등촌서광아파트","1","1"
"2023-07-02","4105. 서울교통공사사거리 교통섬","2","1"
"2023-07-02","4707. 청계3가 사거리","3","2"
"2023-07-02","4753. 시청역 10번출구","0","1"
"2023-07-02","4775. 을지로지하쇼핑센터","0","3"
"2023-07-02","4776. 신세계면세점","0","1"
"2023-07-02","4784. 중부경찰서앞 사거리","0","1"
"2023-07-02","4785. 롯데시티호텔","0","1"
"2023-07-02","4791. 명동역9번 출구","0","5"
"2023-07-02","4211. 시석빌딩 앞","2","0"
"2023-07-02","3760. 발산역 8번 출구","1","1"
"2023-07-02","542. 강변역 4번출구 뒤","0","2"
"2023-07-02","4705. 웰니스센터(민방위교육장 앞)","1","0"
"2023-07-02","4453. 위례중앙푸르지오 201동 앞","1","0"
"2023-07-02","4464. 올림픽공원 북2문 A","1","3"
"2023-07-02","4481. 올림픽공원 북2문 B","0","4"
"2023-07-02","4713. 현대 뜨레비앙 아파트 앞","2","1"
"2023-07-02","4792. 퇴계로4가 교차로(중구청)","2","0"
"2023-07-02","4793. 동대문역사문화공원역 5번출구","3","5"
"2023-07-02","4582. 국회도서관","1","0"
"2023-07-02","4306. 서래공원 앞","2","2"
"2023-07-02","3606. 신사동주민센터 옆","1","1"
"2023-07-02","3627. 압구정나들목","0","2"
"2023-07-02","4065. 창동역 1번출구 앞","1","1"
"2023-07-02","615. 용두동 래미안허브리츠아파트 앞","3","3"
"2023-07-02","228. 선유도역 3번출구 앞","0","1"
"2023-07-02","4561. 양평역 1번출구","0","1"
"2023-07-02","4564. 63스퀘어","0","1"
"2023-07-02","236. 문래동자이아파트 앞","1","1"
"2023-07-02","4869. 잠실나들목6","0","1"
"2023-07-02","4041. 공릉역3번출구","2","0"
"2023-07-02","4798. 황학동롯데캐슬","1","1"
"2023-07-02","4217. 한강공원 망원나들목","4","7"
"2023-07-02","3690. 강일역 4번출구","1","0"
"2023-07-02","4633. 센트럴파크타워 앞","0","1"
"2023-07-02","5064. 양천향교역8번출구","1","0"
"2023-07-02","5065. 허준박물관삼거리","2","2"
"2023-07-02","248. 초원아파트 앞","6","7"
"2023-07-02","249. 여의도중학교 옆","7","15"
"2023-07-02","4220. 신촌 청년주택","0","1"
"2023-07-02","4233. 코오롱아파트사거리","1","0"
"2023-07-02","4244. 당인리발전소 공원 앞","1","1"
"2023-07-02","4634. 이태원역 3번 출구","4","1"
"2023-07-02","5854. 신한금융투자 앞","0","1"
"2023-07-02","4718. 광화문역 6번출구 옆 A","1","4"
"2023-07-02","4907. 극동스포츠 앞","4","0"
"2023-07-02","4905. 강남경찰서","1","0"
"2023-07-02","4637. 용산시티파크 101동 앞","1","4"
"2023-07-02","4639. 동빙고근린공원","0","1"
"2023-07-02","5080. 가양역 1번출구","0","3"
"2023-07-02","3698. 명일역 3번출구 옆","0","1"
"2023-07-02","4719. 종로문화원 건너편","0","2"
"2023-07-02","4909. 노보텔 앰배서더 앞","2","0"
"2023-07-02","4914. 도심공항타워 앞","2","2"
"2023-07-02","4274. 신촌 파랑고래 입구","1","1"
"2023-07-02","4275.농협생명본사빌딩 서관","1","1"
"2023-07-02","5865.더리브오피스텔 앞","1","0"
"2023-07-02","806. 전자랜드 본관 앞","2","3"
"2023-07-02","807. 서울역 12번 출구 앞","1","1"
"2023-07-02","808. 서빙고동 금호맨션 앞","0","2"
"2023-07-02","809. 한남 유수지 복개주차장","4","1"
"2023-07-02","813. 삼각지역 3번출구","1","0"
"2023-07-02","385. 종각역 5번출구","0","2"
"2023-07-02","387. 훈련원공원주차장 앞","4","4"
"2023-07-02","182. 망원2빗물펌프장 앞","1","1"
"2023-07-02","184. 7번가피자 서교망원점","2","0"
"2023-07-02","198. 충정2교","1","0"
"2023-07-02","565. 옥수역 3번출구","5","4"
"2023-07-02","567. 성수역 2번출구 앞","1","0"
"2023-07-02","583. 청계천 생태교실 앞","1","2"
"2023-07-02","623. 서울시립대 정문 앞 B","1","0"
"2023-07-02","633. 청량리 기업은행 앞","0","2"
"2023-07-02","643. 동대문구민체육센터 (육교아래)","1","0"
"2023-07-02","260. 여의도 마리나선착장 앞","1","0"
"2023-07-02","272. 당산육갑문","1","2"
"2023-07-02","820. 청파동입구 교차로","1","1"
"2023-07-02","825. 서빙고동 주민센터 앞","2","3"
"2023-07-02","585. 성수2가1동 공영주차장 인근","4","2"
"2023-07-02","202. 국민일보 앞","2","1"
"2023-07-02","588. 뚝섬 유원지역","2","3"
"2023-07-02","103. 망원역 2번출구 앞","3","0"
"2023-07-02","204. 국회의사당역 5번출구 옆","0","1"
"2023-07-02","1021. 강일동 리슈빌 빌딩앞","0","1"
"2023-07-02","589. 성수역3번출구","3","2"
"2023-07-02","1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔)","1","0"
"2023-07-02","206. KBS 앞","1","0"
"2023-07-02","209. 유진투자증권빌딩 앞","0","2"
"2023-07-02","1314. 정릉꿈에그린1단지 201동 앞","0","1"
"2023-07-02","213. KT앞","2","0"
"2023-07-02","104. 합정역 1번출구 앞","2","0"
"2023-07-02","217. NH농협은행 앞","1","0"
"2023-07-02","2002. 노들역 1번출구","2","2"
"2023-07-02","2007. 유한양행앞","0","1"
"2023-07-02","2025. 흑석역 1번출구","0","2"
"2023-07-02","2037. 동작역 5번출구 동작주차공원","2","1"
"2023-07-02","105. 합정역 5번출구 앞","1","0"
"2023-07-02","225. 앙카라공원 앞","1","0"
"2023-07-02","207. 여의나루역 1번출구 앞","30","34"
"2023-07-02","2217.아크로리버뷰 부지 앞","15","6"
"2023-07-02","2219. 고속터미널역 8-1번, 8-2번 출구 사이","8","0"
"2023-07-02","2262. 한신16차아파트 119동 앞","5","11"
"2023-07-02","2317. 삼성도로공원","1","2"
"2023-07-02","2306. 압구정역 2번 출구 옆","1","1"
"2023-07-02","2315. 봉은사역 5번출구 옆","2","0"
"2023-07-02","106. 합정역 7번출구 앞","2","4"
"2023-07-02","1509. 서울북부수도사업소","2","1"
"2023-07-02","2003. 사육신공원앞","0","1"
"2023-07-02","107. 신한은행 서교동지점","2","0"
"2023-07-02","2026. 흑석역 4번출구","0","1"
"2023-07-02","389. 을지로4가역 1번출구","0","1"
"2023-07-02","1305. 성북구청","2","0"
"2023-07-02","2356. 강남구청","0","2"
"2023-07-02","500. 어린이대공원역 3번출구 앞","1","0"
"2023-07-02","450. 효자동 삼거리","4","1"
"2023-07-02","451. 청와대앞길","3","0"
"2023-07-02","501. 광진구의회 앞","0","1"
"2023-07-02","3500. 군자역2번출구","0","1"
"2023-07-02","502. 뚝섬유원지역 1번출구 앞","9","3"
"2023-07-03","108. 서교동 사거리","3","2"
"2023-07-03","1029. 성내어울터","0","1"
"2023-07-03","1153. 발산역 1번, 9번 인근 대여소","0","1"
"2023-07-03","510. 뚝도아리수정수센터 버스정류소 옆","2","2"
"2023-07-03","1251. 석촌역 2번출구","1","1"
"2023-07-03","511. 서울숲역 5번 출구 옆","0","3"
"2023-07-03","1267. 올림픽공원 남2문 앞","2","0"
"2023-07-03","1269. 리센츠아파트 ","0","1"
