"일시","대여소명","대여건수","반납건수"
"2023-08-12","4105. 서울교통공사사거리 교통섬","2","0"
"2023-08-12","4707. 청계3가 사거리","1","1"
"2023-08-12","4753. 시청역 10번출구","1","1"
"2023-08-12","4768. 서울도시건축전시관","0","2"
"2023-08-12","4778. 대신파이낸스센터","1","0"
"2023-08-12","4791. 명동역9번 출구","3","7"
"2023-08-12","540. 군자역 7번출구 베스트샵 앞","1","0"
"2023-08-12","3796. 송정역 3번출구 앞","1","0"
"2023-08-12","544. 광남중학교","0","1"
"2023-08-12","4452. 삼성SDS","1","1"
"2023-08-12","4483. 잠실나들목4","3","0"
"2023-08-12","4792. 퇴계로4가 교차로(중구청)","1","1"
"2023-08-12","605. 신설동역8번출구","0","1"
"2023-08-12","4318. 방배역 2번 출구","0","1"
"2023-08-12","3629. 청담사거리(신한오피스텔빌딩 앞)","1","0"
"2023-08-12","4796. 부산은행","3","0"
"2023-08-12","3680. 강동역3번출구","2","0"
"2023-08-12","228. 선유도역 3번출구 앞","0","1"
"2023-08-12","4564. 63스퀘어","0","3"
"2023-08-12","3881. 신자초교입구 교차로","1","0"
"2023-08-12","3814. 난곡사거리 ","0","1"
"2023-08-12","4216. 망원정 앞","2","2"
"2023-08-12","240. 문래역 4번출구 앞","1","0"
"2023-08-12","4592. 신길우성4차아파트","1","0"
"2023-08-12","4217. 한강공원 망원나들목","4","4"
"2023-08-12","3689. 강일역 3번출구","0","1"
"2023-08-12","4633. 센트럴파크타워 앞","0","1"
"2023-08-12","3694. 강동리엔파크 13단지(1303동 앞)","1","0"
"2023-08-12","249. 여의도중학교 옆","1","1"
"2023-08-12","4233. 코오롱아파트사거리","0","1"
"2023-08-12","128. 신촌역(2호선) 1번출구 옆","0","2"
"2023-08-12","4222. 서울디자인고등학교 앞","1","0"
"2023-08-12","4244. 당인리발전소 공원 앞","1","0"
"2023-08-12","4801. 충정로역 2호선(엘리베이터 앞)","0","1"
"2023-08-12","4634. 이태원역 3번 출구","6","4"
"2023-08-12","259. 대방역6번출구","4","0"
"2023-08-12","4685. DMC역 5번 출구(수색역 방향)","0","2"
"2023-08-12","129. 신촌역(2호선) 6번출구 옆","1","0"
"2023-08-12","5858. 영등포역5번출구","2","1"
"2023-08-12","3890. 웰츠타워 오피스텔","0","1"
"2023-08-12","130. 신촌역(2호선) 7번출구 앞","0","1"
"2023-08-12","5870. LG트윈타워 앞","4","4"
"2023-08-12","4643. 한가람아파트 앞","0","3"
"2023-08-12","807. 서울역 12번 출구 앞","1","1"
"2023-08-12","811. 녹사평역1번출구","6","0"
"2023-08-12","815. LIG강촌아파트 103동앞","1","0"
"2023-08-12","387. 훈련원공원주차장 앞","0","1"
"2023-08-12","181. 망원초록길 입구","2","0"
"2023-08-12","182. 망원2빗물펌프장 앞","1","1"
"2023-08-12","134. 연세로 명물길","0","1"
"2023-08-12","562. 군자지하보도 앞","1","1"
"2023-08-12","565. 옥수역 3번출구","0","1"
"2023-08-12","567. 성수역 2번출구 앞","2","0"
"2023-08-12","583. 청계천 생태교실 앞","1","1"
"2023-08-12","137. 신촌기차역입구 교차로","1","0"
"2023-08-12","631. 답십리역 1번출구","0","1"
"2023-08-12","102. 망원역 1번출구 앞","0","2"
"2023-08-12","633. 청량리 기업은행 앞","1","0"
"2023-08-12","263. 근로자회관 사거리","1","0"
"2023-08-12","267. 삼성화재 사옥 옆","1","0"
"2023-08-12","270. 증권거래소후문교차로","3","0"
"2023-08-12","816. 신용산역 6번출구 앞","1","0"
"2023-08-12","199. 서울 월드컵 경기장","0","2"
"2023-08-12","588. 뚝섬 유원지역","0","1"
"2023-08-12","1010. 강동세무서","1","0"
"2023-08-12","1021. 강일동 리슈빌 빌딩앞","0","1"
"2023-08-12","1222. 잠실새내역 5번 출구 뒤","0","4"
"2023-08-12","209. 유진투자증권빌딩 앞","1","1"
"2023-08-12","213. KT앞","0","2"
"2023-08-12","215. 여의도고교 앞","3","1"
"2023-08-12","217. NH농협은행 앞","0","9"
"2023-08-12","221. 여의도초교 앞","0","1"
"2023-08-12","2020. 장승배기역2번출구뒷편쪽","1","0"
"2023-08-12","2025. 흑석역 1번출구","1","1"
"2023-08-12","2038. 동작역 7번출구","1","0"
"2023-08-12","2128. 관악구청교차로","1","0"
"2023-08-12","207. 여의나루역 1번출구 앞","6","6"
"2023-08-12","2217.아크로리버뷰 부지 앞","4","4"
"2023-08-12","2262. 한신16차아파트 119동 앞","2","2"
"2023-08-12","2301. 현대고등학교 건너편","1","0"
"2023-08-12","2303. 논현역 10번출구","0","1"
"2023-08-12","2306. 압구정역 2번 출구 옆","1","1"
"2023-08-12","106. 합정역 7번출구 앞","1","0"
"2023-08-12","405. DMC빌 앞","2","1"
"2023-08-12","107. 신한은행 서교동지점","0","1"
"2023-08-12","390. 충무로역 1번출구","0","3"
"2023-08-12","2349. 역삼빌딩 앞(하나은행 옆)","0","1"
"2023-08-12","450. 효자동 삼거리","1","0"
"2023-08-12","3504. 원일교회","1","0"
"2023-08-12","3505. 신양초교앞 교차로","1","0"
"2023-08-12","502. 뚝섬유원지역 1번출구 앞","1","2"
"2023-08-13","108. 서교동 사거리","2","1"
"2023-08-13","1151. 마곡역1번출구","0","1"
"2023-08-13","510. 뚝도아리수정수센터 버스정류소 옆","1","0"
"2023-08-13","1251. 석촌역 2번출구","1","0"
"2023-08-13","511. 서울숲역 5번 출구 옆","1","2"
"2023-08-13","1262. 송파여성문화회관 앞","0","1"
"2023-08-13","512. 뚝섬역 1번 출구 옆","3","0"
"2023-08-13","1533. 번동 주공3, 4단지 교차로","1","0"
"2023-08-13","513. 뚝섬역 5번 출구 정류소 옆","1","0"
"2023-08-13","2269. 주홍교 하부","1","0"
"2023-08-13","2363. 강남 을지병원 교차로","0","1"
"2023-08-13","2365. K+ 타워 앞","1","0"
"2023-08-13","302. 경복궁역 4번출구 뒤","0","1"
"2023-08-13","3515. 서울숲 관리사무소","4","6"
"2023-08-13","115. 마스타 빌딩 앞","0","2"
"2023-08-13","305. 종로구청 옆","2","1"
"2023-08-13","1961. 신도림테크노근린공원","0","1"
"2023-08-13","1160. 양천향교역 7번출구앞","1","0"
"2023-08-13","3518. 군자역 7번출구뒤","0","1"
"2023-08-13","646. 장한평역 1번출구","0","1"
"2023-08-13","276. 영등포로터리2","1","0"
"2023-08-13","829. 한강대교 북단 교차로","4","0"
"2023-08-13","1451. 중랑세무서","0","1"
"2023-08-13","836. 현대자동차서비스 앞","0","2"
"2023-08-13","837. 한남나들목 입구","1","1"
"2023-08-13","2294. 두상빌딩 앞","0","1"
"2023-08-13","321. KEB 하나금융그룹 명동사옥 옆","2","0"
"2023-08-13","393. 동대문역 8번 출구","0","1"
"2023-08-13","838. 숙대입구역 4번출구","0","1"
"2023-08-13","2297. 남부터미널역 1번출구","0","1"
"2023-08-13","326. 안국역 5번출구 앞","1","1"
"2023-08-13","327. 낙원상가 옆","0","1"
"2023-08-13","397. 종묘공영주차장 건너편","0","1"
"2023-08-13","428. 명보사거리","5","0"
"2023-08-13","843. 이태원관광특구B(용산구청쪽)","0","9"
"2023-08-13","844. 이촌2동 동원베네스트 아파트 앞","1","0"
"2023-08-13","329. 청계2가 사거리 옆","0","2"
"2023-08-13","755. 목동1단지아파트 상가 앞","1","0"
"2023-08-13","111. 상수역 2번출구 앞","0","4"
"2023-08-13","334. 종로3가역 2번출구 뒤","1","1"
"2023-08-13","335. 종로3가역 15번출구 앞","3","0"
"2023-08-13","338. 세운스퀘어 앞","0","1"
"2023-08-13","2177. 신대방역 2번 출구","1","0"
"2023-08-13","339. 종로4가 사거리","2","1"
"2023-08-13","2503. 반포1동 서초빌딩 앞","1","0"
"2023-08-13","2389. 경기여자고등학교 후문 (삼성로3길 입구)","1","1"
"2023-08-13","1297. 석촌호수교차로(동호 팔각정 앞)","1","2"
"2023-08-13","112. 극동방송국 앞","1","2"
"2023-08-13","453. 종로오가 지하쇼핑센터 14번출구","7","7"
"2023-08-13","458. 광화문역 5번출구","2","2"
"2023-08-13","461. 서울지방경찰청","1","0"
"2023-08-13","347. 동대문역사문화공원역 9번출구 앞","2","0"
"2023-08-13","1185. 등촌9단지","0","1"
"2023-08-13","1858. 500번·507번 버스 종점 앞","0","1"
"2023-08-13","3533. 건대입구역 사거리(롯데백화점)","2","2"
"2023-08-13","433. 을지로입구역 2번출구","1","0"
"2023-08-13","663. 외대앞역 3번출구","1","0"
"2023-08-13","436. 이대역 5번출구","1","1"
"2023-08-13","352. 중앙고입구 삼거리","1","0"
"2023-08-13","2410. 포스코피앤에스타워 (역삼역 3번출구 부근)","1","0"
"2023-08-13","1084. 윤선생빌딩(JYP사옥)","1","0"
"2023-08-13","1193. 마곡센트럴타워 1차","0","1"
"2023-08-13","353. 재동초교 앞 삼거리","2","1"
"2023-08-13","2613. 잠실나들목","0","3"
"2023-08-13","1195. 코오롱One&Only타워","1","1"
"2023-08-13","2620. 송파나루역 4번 출구옆","1","0"
"2023-08-13","359. 원남동사거리","1","0"
"2023-08-13","440. 하늘공원 입구","3","3"
"2023-08-13","464. 삼청동 골목","2","0"
"2023-08-13","471.회현사거리 남측","1","0"
"2023-08-13","473.을지로4가역 9번출구","1","1"
"2023-08-13","474.동대문역사문화공원역 1번출구 뒤편","1","2"
"2023-08-13","475.DDP 패션몰","0","2"
"2023-08-13","3407.안국동사거리(신)","1","1"
"2023-08-13","368. SK 서린빌딩 앞","1","1"
"2023-08-13","3414.종로5가역 4번출구","1","1"
"2023-08-13","369. 광화문 시민열린마당","1","0"
"2023-08-13","3432.종로2가 사거리","2","7"
"2023-08-13","2630.서울방이동 고분군","0","1"
"2023-08-13","2414. 도곡역 아카데미스위트 앞","1","0"
"2023-08-13","2419.봉은사역 1,2번 출구 ","0","1"
"2023-08-13","2421. 신논현역 4번출구","2","0"
"2023-08-13","2430.강남파이낸스센터앞(역삼역2번출구)","1","1"
"2023-08-13","2515.서초초등학교 후문","0","2"
"2023-08-13","2521.서초 크로바타워 앞","2","2"
"2023-08-13","2523.뉴코아 킴스클럽 앞","1","0"
"2023-08-13","2524.반포쇼핑타운 8동 앞","2","1"
"2023-08-13","2525.반포쇼핑타운 2동 앞","5","7"
"2023-08-13","2527.반포중학교 앞(세화여고 맞은편)","0","5"
"2023-08-13","2538.사평리근린공원","1","0"
"2023-08-13","2542.신논현타워 앞","0","2"
"2023-08-13","1864.산호시티빌 옆","1","0"
"2023-08-13","1869.롯데캐슬골드파크3차 301동 앞","0","1"
"2023-08-13","297.국회3문","2","2"
"2023-08-13","299.여의도 순복음교회","1","4"
"2023-08-13","769.CBS방송국 앞","0","1"
"2023-08-13","788.양천구청역 2번출구 옆","1","0"
"2023-08-13","144. 공덕역 8번출구","0","1"
"2023-08-13","147. 마포역 4번출구 뒤","0","1"
"2023-08-13","150. 서강대역 2번출구 앞","2","2"
"2023-08-13","119. 서강나루 공원","0","2"
"2023-08-13","493.홍대입구역 6번출구","1","1"
"2023-08-13","497.합정동주민센터 앞","0","2"
"2023-08-13","3009. 홍대입구역 사거리","0","5"
"2023-08-13","3010.홍대입구역 3번출구","2","3"
"2023-08-13","848. 삼각지12번 출구","1","0"
"2023-08-13","853.용산역 맞은편","3","2"
"2023-08-13","857. 현대 안성타워","0","3"
"2023-08-13","860.LG한강 자이아파트 앞","2","2"
"2023-08-13","867.서빙고역 광장(1번출구)","0","1"
"2023-08-13","3123.DMC파크뷰자이1단지 110동 앞","2","0"
"2023-08-13","3127.홍은2파출소 옆","1","0"
"2023-08-13","3128.동신병원 맞은편","3","0"
"2023-08-13","3130.가재울사거리","0","2"
"2023-08-13","870.노들섬 서측 앞","0","1"
"2023-08-13","982. 녹번초등학교(서오릉로)","1","0"
"2023-08-13","996.응암역2번출구 국민은행 앞","2","1"
"2023-08-13","3571.화양 APT(횡단보도 옆)","1","0"
"2023-08-13","3544.한양대역 3번 출구","0","1"
"2023-08-13","3548.뚝섬역 6번출구","1","0"
"2023-08-13","3552.서울숲 공영주차장앞","1","1"
"2023-08-13","2077.노들역 3번출구","1","1"
"2023-08-13","3013.서울지방고용노동청 앞","1","0"
"2023-08-13","4765. 동대문디자인플라자","0","2"
"2023-08-13","4608. 국립중앙박물관 정문 앞","0","1"
"2023-08-13","4610. 한남나인원 105동 앞","0","1"
"2023-08-13","4613. 서울갤러리아 앞","0","2"
"2023-08-13","4615. 크라운호텔앞 버스정류소","0","2"
"2023-08-13","4619. 한강트럼프월드3차 앞","3","2"
"2023-08-13","4629. 한강초교보도육교 앞","0","3"
"2023-08-13","4708. 조계사앞사거리","8","8"
"2023-08-13","4710. 자교교회 앞","0","2"
"2023-08-13","4105. 서울교통공사사거리 교통섬","1","1"
"2023-08-13","4707. 청계3가 사거리","2","0"
"2023-08-13","4776. 신세계면세점","2","0"
"2023-08-13","4791. 명동역9번 출구","1","9"
"2023-08-13","4208. 스타벅스(동교동) 앞","3","0"
"2023-08-13","542. 강변역 4번출구 뒤","1","0"
"2023-08-13","3794. 안양천합수부(현대3차아파트)","2","2"
"2023-08-13","548. 자양나들목","4","2"
"2023-08-13","4483. 잠실나들목4","3","0"
"2023-08-13","4859. 잠실나루 나들목","0","1"
"2023-08-13","4792. 퇴계로4가 교차로(중구청)","6","5"
"2023-08-13","4793. 동대문역사문화공원역 5번출구","5","2"
"2023-08-13","3627. 압구정나들목","1","2"
"2023-08-13","4796. 부산은행","0","2"
"2023-08-13","613. 신설동역 10번출구 앞","0","2"
"2023-08-13","4515. 동문굿모닝탑","0","1"
"2023-08-13","4657. 본 서부병원 교차로 사거리","0","1"
"2023-08-13","4559. 신길역 2번출구","2","1"
"2023-08-13","4561. 양평역 1번출구","1","1"
"2023-08-13","4564. 63스퀘어","5","0"
"2023-08-13","4565. 영등포 신세계백화점","1","1"
"2023-08-13","4568. 영등포로터리","0","1"
"2023-08-13","3762. 마곡9단지 907동앞","1","0"
"2023-08-13","4869. 잠실나들목6","1","0"
"2023-08-13","3811.신사로입구","0","1"
"2023-08-13","4216. 망원정 앞","1","0"
"2023-08-13","5061. 우장산동 가곡어린이공원앞","0","1"
"2023-08-13","4592. 신길우성4차아파트","1","0"
"2023-08-13","4217. 한강공원 망원나들목","8","2"
"2023-08-13","249. 여의도중학교 옆","17","11"
"2023-08-13","4224. 서부운전면허시험장","1","1"
"2023-08-13","4233. 코오롱아파트사거리","4","0"
"2023-08-13","128. 신촌역(2호선) 1번출구 옆","2","0"
"2023-08-13","3919. 구로역·NC신구로점 버스정류장(구로역 방면)","0","1"
"2023-08-13","4621. 남산도서관 앞","1","5"
"2023-08-13","258. 신길역3번출구","0","1"
"2023-08-13","5853. 여의도역2번출구 앞","1","2"
"2023-08-13","4903. 신사스퀘어","3","2"
"2023-08-13","5080. 가양역 1번출구","2","2"
"2023-08-13","4719. 종로문화원 건너편","1","0"
"2023-08-13","5082. 가양역 7번출구","1","1"
"2023-08-13","3700. 강변그대가리버뷰 입구 맞은편","1","0"
"2023-08-13","4179. 보라매병원역 1번출구","1","0"
"2023-08-13","4909. 노보텔 앰배서더 앞","0","2"
"2023-08-13","703. 오목교역 7번출구 앞","1","1"
"2023-08-13","4274. 신촌 파랑고래 입구","1","1"
"2023-08-13","5860. 어울림병원 앞","0","3"
"2023-08-13","5862. 당산역11번출구","1","1"
"2023-08-13","3928.고척아이파크아파트 106동 앞","1","0"
"2023-08-13","130. 신촌역(2호선) 7번출구 앞","0","2"
"2023-08-13","5865.더리브오피스텔 앞","1","1"
"2023-08-13","5870. LG트윈타워 앞","8","0"
"2023-08-13","806. 전자랜드 본관 앞","0","1"
"2023-08-13","808. 서빙고동 금호맨션 앞","0","4"
"2023-08-13","810. 이태원지하보도","2","0"
"2023-08-13","811. 녹사평역1번출구","8","0"
"2023-08-13","813. 삼각지역 3번출구","2","2"
"2023-08-13","815. LIG강촌아파트 103동앞","1","0"
"2023-08-13","186. 월드컵공원","0","1"
"2023-08-13","134. 연세로 명물길","1","2"
"2023-08-13","561. 서울숲역 2번출구 앞","2","0"
"2023-08-13","565. 옥수역 3번출구","0","1"
"2023-08-13","567. 성수역 2번출구 앞","2","0"
"2023-08-13","568. 청계8가 사거리 B","1","1"
"2023-08-13","582. 경일중학교 앞","0","2"
"2023-08-13","574. 아차산역4번출구","1","0"
"2023-08-13","627. 장안동삼거리 교통섬","0","1"
"2023-08-13","634. 외국어대 정문 앞","1","0"
"2023-08-13","642. 신답역 사거리","0","3"
"2023-08-13","270. 증권거래소후문교차로","1","0"
"2023-08-13","272. 당산육갑문","1","1"
"2023-08-13","818. 숙명여대 입구 교차로","0","2"
"2023-08-13","825. 서빙고동 주민센터 앞","1","2"
"2023-08-13","199. 서울 월드컵 경기장","1","0"
"2023-08-13","584. 광진광장 교통섬","1","0"
"2023-08-13","587. 유니베라 앞","0","3"
"2023-08-13","588. 뚝섬 유원지역","1","0"
"2023-08-13","1008. 암사역 3번출구(국민은행앞)","0","1"
"2023-08-13","589. 성수역3번출구","0","3"
"2023-08-13","203. 국회의사당역 3번출구 옆","0","3"
"2023-08-13","1141. 곰달래 문화복지센터 A","0","2"
"2023-08-13","1145. 곰달래 문화복지센터 B","2","0"
"2023-08-13","1205. 종합운동장역 4번출구","0","3"
"2023-08-13","214. 금융감독원 앞","3","0"
"2023-08-13","220. 미성아파트 A동 앞","1","0"
"2023-08-13","215. 여의도고교 앞","0","2"
"2023-08-13","1321. 국민은행 종암동지점 앞","1","1"
"2023-08-13","221. 여의도초교 앞","4","3"
"2023-08-13","2002. 노들역 1번출구","1","1"
"2023-08-13","223. 진주아파트상가 앞","0","1"
"2023-08-13","2025. 흑석역 1번출구","0","2"
"2023-08-13","2027. 중앙대학교 정문 1","1","0"
"2023-08-13","105. 합정역 5번출구 앞","2","0"
"2023-08-13","207. 여의나루역 1번출구 앞","23","16"
"2023-08-13","2214. 신반포역 2번출구 앞","0","3"
"2023-08-13","2217.아크로리버뷰 부지 앞","0","1"
"2023-08-13","2219. 고속터미널역 8-1번, 8-2번 출구 사이","2","3"
"2023-08-13","2223. 방배래미안 정문 앞","1","1"
"2023-08-13","2262. 한신16차아파트 119동 앞","9","2"
"2023-08-13","2301. 현대고등학교 건너편","5","1"
"2023-08-13","2317. 삼성도로공원","1","0"
"2023-08-13","106. 합정역 7번출구 앞","0","2"
"2023-08-13","405. DMC빌 앞","4","4"
"2023-08-13","2340. 삼호물산버스정류장(23370) 옆","1","0"
"2023-08-13","1125. 명덕고교입구(영종빌딩)","1","0"
"2023-08-13","1306. 한성대입구역2번출구","1","0"
"2023-08-13","1210. 롯데월드타워(잠실역2번출구 쪽)","1","1"
"2023-08-13","390. 충무로역 1번출구","3","0"
"2023-08-13","2349. 역삼빌딩 앞(하나은행 옆)","0","1"
"2023-08-13","416. 상암월드컵파크 1단지 교차로","2","2"
"2023-08-13","422. 문화비축기지","0","1"
"2023-08-13","500. 어린이대공원역 3번출구 앞","0","1"
"2023-08-13","451. 청와대앞길","5","0"
"2023-08-13","3505. 신양초교앞 교차로","2","0"
"2023-08-13","502. 뚝섬유원지역 1번출구 앞","3","3"
"2023-08-14","108. 서교동 사거리","2","2"
"2023-08-14","512. 뚝섬역 1번 출구 옆","1","0"
"2023-08-14","1533. 번동 주공3, 4단지 교차로","1","1"
"2023-08-14","2268. 서초4동주민센터 ","0","1"
"2023-08-14","2362. 신사동 가로수길 입구","3","0"
"2023-08-14","2364. 도산공원교차로","1","0"
"2023-08-14","3511. 응봉역 1번출구","0","1"
"2023-08-14","3515. 서울숲 관리사무소","5","4"
"2023-08-14","115. 마스타 빌딩 앞","0","1"
"2023-08-14","1337. 돈암성당 옆","1","1"
"2023-08-14","305. 종로구청 옆","1","1"
"2023-08-14","2380. 삼성동베이직하우스앞","1","0"
"2023-08-14","310. 청계광장 옆","0","2"
"2023-08-14","2165. JK장평타워","0","1"
"2023-08-14","314. 국립현대미술관","1","3"
"2023-08-14","316. 종각역 1번출구 앞","1","2"
"2023-08-14","275. 신동아아파트","0","2"
"2023-08-14","1451. 중랑세무서","2","0"
"2023-08-14","832. 이촌1동 주민센터 뒤","3","0"
"2023-08-14","318. 광교사거리 남측","1","0"
"2023-08-14","393. 동대문역 8번 출구","2","0"
"2023-08-14","326. 안국역 5번출구 앞","2","2"
"2023-08-14","327. 낙원상가 옆","0","2"
"2023-08-14","398. 을지로3가역 3번출구","1","0"
"2023-08-14","430. 장충동먹자골목 앞","2","3"
"2023-08-14","328. 탑골공원 앞","2","1"
"2023-08-14","841. 신용산역 1번 출구","0","6"
"2023-08-14","843. 이태원관광특구B(용산구청쪽)","2","0"
"2023-08-14","331. 을지로2가 사거리 북측","0","1"
"2023-08-14","756. 목동주차장","1","1"
"2023-08-14","334. 종로3가역 2번출구 뒤","1","0"
"2023-08-14","335. 종로3가역 15번출구 앞","0","2"
"2023-08-14","336. 충무로역 6번출구 앞","3","3"
"2023-08-14","338. 세운스퀘어 앞","1","1"
"2023-08-14","2504. 신사역 4번출구 뒤","0","1"
"2023-08-14","1295. 잠실역 8번출구","0","1"
"2023-08-14","112. 극동방송국 앞","2","1"
"2023-08-14","452. 동대문 종합시장 버스정류장","1","0"
"2023-08-14","453. 종로오가 지하쇼핑센터 14번출구","5","1"
"2023-08-14","454. 종로2가 버스정류장 (종각방향)","2","0"
"2023-08-14","455. 종로6가역 버스정류장(동대문 방향)","0","2"
"2023-08-14","457. 종로꽃시장 입구 옆","1","1"
"2023-08-14","458. 광화문역 5번출구","0","1"
"2023-08-14","346. 맥스타일 앞","1","1"
"2023-08-14","661. 경희대학교 청운관","0","1"
"2023-08-14","347. 동대문역사문화공원역 9번출구 앞","0","1"
"2023-08-14","3533. 건대입구역 사거리(롯데백화점)","2","0"
"2023-08-14","663. 외대앞역 3번출구","0","2"
"2023-08-14","352. 중앙고입구 삼거리","0","1"
"2023-08-14","2608. 송파구청","1","1"
"2023-08-14","353. 재동초교 앞 삼거리","1","1"
"2023-08-14","437. 대흥역 1번출구","0","2"
"2023-08-14","2622. 올림픽공원역 3번출구","1","1"
"2023-08-14","846. 용산중학교","1","0"
"2023-08-14","상담센터","1","0"
"2023-08-14","464. 삼청동 골목","2","0"
"2023-08-14","362. 청계8가사거리 A","0","1"
"2023-08-14","471.회현사거리 남측","3","0"
"2023-08-14","474.동대문역사문화공원역 1번출구 뒤편","3","2"
"2023-08-14","475.DDP 패션몰","2","0"
"2023-08-14","479.동대입구역 3번 출구","0","1"
"2023-08-14","485.서울역5번출구","1","0"
"2023-08-14","113. 홍대입구역 2번출구 앞","0","2"
"2023-08-14","3407.안국동사거리(신)","0","1"
"2023-08-14","3410.종로3가역 8번출구","1","0"
"2023-08-14","3411.종묘","1","1"
"2023-08-14","3414.종로5가역 4번출구","1","0"
"2023-08-14","3415.동대문역6번출구","2","0"
"2023-08-14","3416.동묘앞역 6번출구","1","0"
"2023-08-14","3419.국립어린이과학관","0","1"
"2023-08-14","369. 광화문 시민열린마당","1","0"
"2023-08-14","3432.종로2가 사거리","4","0"
"2023-08-14","2635.잠실새내역 1번출구","2","2"
"2023-08-14","2647.잠실 자전거 수리센터 앞","1","0"
"2023-08-14","2418.봉은사역 7번 출구 ","2","0"
"2023-08-14","374. 청구역 2번출구 앞","0","1"
"2023-08-14","2515.서초초등학교 후문","1","1"
"2023-08-14","2538.사평리근린공원","3","0"
"2023-08-14","3207.양남사거리1","1","0"
"2023-08-14","3221.서울특별시 남부교육지원청","1","0"
"2023-08-14","114. 홍대입구역 8번출구 앞","1","1"
"2023-08-14","146. 마포역 2번출구 뒤","1","4"
"2023-08-14","147. 마포역 4번출구 뒤","0","2"
"2023-08-14","119. 서강나루 공원","1","0"
"2023-08-14","153. 성산2교 사거리","0","1"
"2023-08-14","154. 마포구청역 ","0","1"
"2023-08-14","497.합정동주민센터 앞","0","2"
"2023-08-14","3009. 홍대입구역 사거리","5","3"
"2023-08-14","3010.홍대입구역 3번출구","6","8"
"2023-08-14","849. 삼각지 자이아파트","2","0"
"2023-08-14","853.용산역 맞은편","0","2"
"2023-08-14","859.남산공원 야외식물원 앞","1","0"
"2023-08-14","863.이촌역2번 출구","4","1"
"2023-08-14","3119.연희 브라운스톤 아파트 앞","1","1"
"2023-08-14","870.노들섬 서측 앞","0","1"
"2023-08-14","669.청계한신휴플러스앞 삼거리","0","1"
"2023-08-14","672.대광고등학교","2","2"
"2023-08-14","674.고대앞사거리 교통섬","0","1"
"2023-08-14","680.꿈마루어린이도서관 앞","1","0"
"2023-08-14","1479.면목 홈플러스 2 ","1","0"
"2023-08-14","3582.화양동 우체국","1","1"
"2023-08-14","3552.서울숲 공영주차장앞","1","0"
"2023-08-14","3559.성동구민종합체육센터 앞","1","2"
"2023-08-14","3560.성동구 견인차량 보관소 앞","0","1"
"2023-08-14","3600.사근빗물펌프장 건너편","1","5"
"2023-08-14","4765. 동대문디자인플라자","1","0"
"2023-08-14","4608. 국립중앙박물관 정문 앞","2","4"
"2023-08-14","4629. 한강초교보도육교 앞","1","1"
"2023-08-14","4710. 자교교회 앞","0","2"
"2023-08-14","3761. 나이아가라관광호텔","4","2"
"2023-08-14","4105. 서울교통공사사거리 교통섬","3","3"
"2023-08-14","4707. 청계3가 사거리","3","0"
"2023-08-14","4768. 서울도시건축전시관","1","1"
"2023-08-14","4774. 을지로입구역 8번출구","1","0"
"2023-08-14","4775. 을지로지하쇼핑센터","1","1"
"2023-08-14","4776. 신세계면세점","1","4"
"2023-08-14","4778. 대신파이낸스센터","0","1"
"2023-08-14","4791. 명동역9번 출구","3","4"
"2023-08-14","4207. 아만티호텔 앞","0","2"
"2023-08-14","3769. 증미역 2번출구","0","1"
"2023-08-14","4557. 리버뷰신안인스빌2차 후문","0","1"
"2023-08-14","4705. 웰니스센터(민방위교육장 앞)","2","0"
"2023-08-14","4452. 삼성SDS","1","2"
"2023-08-14","124. 서강대 정문 건너편","0","1"
"2023-08-14","4713. 현대 뜨레비앙 아파트 앞","1","1"
"2023-08-14","4793. 동대문역사문화공원역 5번출구","2","5"
"2023-08-14","3627. 압구정나들목","0","3"
"2023-08-14","3629. 청담사거리(신한오피스텔빌딩 앞)","0","1"
"2023-08-14","610. 동대문중 교차로","1","0"
"2023-08-14","4515. 동문굿모닝탑","1","1"
"2023-08-14","228. 선유도역 3번출구 앞","0","1"
"2023-08-14","4794. 서울역 서부교차로(3)","1","0"
"2023-08-14","4564. 63스퀘어","1","0"
"2023-08-14","4565. 영등포 신세계백화점","2","2"
"2023-08-14","4216. 망원정 앞","3","0"
"2023-08-14","240. 문래역 4번출구 앞","1","1"
"2023-08-14","4592. 신길우성4차아파트","0","1"
"2023-08-14","4217. 한강공원 망원나들목","3","2"
"2023-08-14","248. 초원아파트 앞","2","0"
"2023-08-14","249. 여의도중학교 옆","17","8"
"2023-08-14","4233. 코오롱아파트사거리","3","1"
"2023-08-14","4897. 잠실주공5단지1","0","1"
"2023-08-14","128. 신촌역(2호선) 1번출구 옆","1","0"
"2023-08-14","4373. 서울숲 지식산업센터","0","1"
"2023-08-14","4246. 상수역새마을금고","0","1"
"2023-08-14","3651. 개포동역 4번출구","1","0"
"2023-08-14","4621. 남산도서관 앞","0","1"
"2023-08-14","4634. 이태원역 3번 출구","0","1"
"2023-08-14","4269. 연희IC 남측","2","0"
"2023-08-14","4718. 광화문역 6번출구 옆 A","1","0"
"2023-08-14","4636. 용산구꿈나무종합타운 앞","2","0"
"2023-08-14","4639. 동빙고근린공원","0","2"
"2023-08-14","4909. 노보텔 앰배서더 앞","2","1"
"2023-08-14","4914. 도심공항타워 앞","0","1"
"2023-08-14","4388. 하우스디세종타워 앞","0","1"
"2023-08-14","5859. 여의도 삼부아파트","1","0"
"2023-08-14","6053. 중부세무서 앞","0","1"
"2023-08-14","3890. 웰츠타워 오피스텔","1","1"
