일시,대여소,대여건수,반납건수
2023-03-23,837. 한남나들목 입구,1,0
2023-03-23,321. KEB 하나금융그룹 명동사옥 옆,1,0
2023-03-23,2297. 남부터미널역 1번출구,2,2
2023-03-23,329. 청계2가 사거리 옆,0,1
2023-03-23,334. 종로3가역 2번출구 뒤,0,1
2023-03-23,2178. 서울대학교 정문,1,1
2023-03-23,339. 종로4가 사거리,1,0
2023-03-23,2504. 신사역 4번출구 뒤,2,0
2023-03-23,3529. 어린이대공원정문,0,1
2023-03-23,453. 종로오가 지하쇼핑센터 14번출구,2,0
2023-03-23,2000. 신도림4차 e편한세상 아파트 1109동 앞,1,1
2023-03-23,440. 하늘공원 입구,5,5
2023-03-23,2185. 대학동 고시촌,1,1
2023-03-23,471.회현사거리 남측,0,2
2023-03-23,474.동대문역사문화공원역 1번출구 뒤편,1,0
2023-03-23,481.신당역 10번 출구,2,0
2023-03-23,3415.동대문역6번출구,1,1
2023-03-23,2637. 아시아지하보도 14번 출구,1,0
2023-03-23,2429.압구정로데오역 6번출구,1,0
2023-03-23,2515.서초초등학교 후문,1,0
2023-03-23,2525.반포쇼핑타운 2동 앞,1,0
2023-03-23,2538.사평리근린공원,0,5
2023-03-23,144. 공덕역 8번출구,0,1
2023-03-23,145. 공덕역 5번출구,1,0
2023-03-23,150. 서강대역 2번출구 앞,1,0
2023-03-23,119. 서강나루 공원,0,1
2023-03-23,154. 마포구청역 ,5,5
2023-03-23,1569.수유역2번출구,2,2
2023-03-23,493.홍대입구역 6번출구,0,1
2023-03-23,497.합정동주민센터 앞,0,5
2023-03-23,159. 이대역 4번 출구,0,1
2023-03-23,3010.홍대입구역 3번출구,0,2
2023-03-23,853.용산역 맞은편,1,3
2023-03-23,674.고대앞사거리 교통섬,0,1
2023-03-23,175. 홍연2교옆,0,1
2023-03-23,3550.금호나들목,0,3
2023-03-23,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",2,0
2023-03-23,4611. 국제루터교회 앞,2,0
2023-03-23,537. 한양대후문역 부근,1,1
2023-03-23,4768. 서울도시건축전시관,0,1
2023-03-23,540. 군자역 7번출구 베스트샵 앞,1,1
2023-03-23,4307. 고투몰 gate 15옆,0,2
2023-03-23,4870. 몽촌토성역 3번 출구,1,0
2023-03-23,248. 초원아파트 앞,5,3
2023-03-23,249. 여의도중학교 옆,10,8
